Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANTIACIDO SUSPENSION,Cliente 2,01/09/2022,170000,10200000,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/09/2023,140000,7840000,42375,2373000
ANTIACIDO SUSPENSION,Cliente 2,01/09/2024,55000,2860000,55000,2860000
ANTIACIDO SUSPENSION,Cliente 2,01/09/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/10/2019,184875,7774750,102250,4304500
ANTIACIDO SUSPENSION,Cliente 2,01/10/2020,110000,5200200,110000,5200200
ANTIACIDO SUSPENSION,Cliente 2,01/10/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/10/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/10/2023,130000,7280000,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/10/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/11/2019,55000,2750000,55000,2750000
ANTIACIDO SUSPENSION,Cliente 2,01/11/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/11/2021,325000,14300000,325000,14300000
ANTIACIDO SUSPENSION,Cliente 2,01/11/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/11/2023,150000,8400000,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/11/2024,25000,1325000,25000,1325000
ANTIACIDO SUSPENSION,Cliente 2,01/12/2019,200000,10000000,200000,10000000
ANTIACIDO SUSPENSION,Cliente 2,01/12/2020,487500,25612500,487500,25612500
ANTIACIDO SUSPENSION,Cliente 2,01/12/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/12/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 2,01/12/2023,95000,5320000,95000,5320000
ANTIACIDO SUSPENSION,Cliente 2,01/12/2024,26500,1484000,26500,1484000
ANTIACIDO SUSPENSION,Cliente 3,01/01/2019,140750,4990501,90750,3217665
ANTIACIDO SUSPENSION,Cliente 3,01/01/2020,199625,9074613,199625,9074613
ANTIACIDO SUSPENSION,Cliente 3,01/01/2021,351625,17901599,351625,17901599
ANTIACIDO SUSPENSION,Cliente 3,01/01/2022,134625,7343645,134625,7343645
ANTIACIDO SUSPENSION,Cliente 3,01/01/2023,589000,35340000,65750,3945000
ANTIACIDO SUSPENSION,Cliente 3,01/01/2024,182875,10241000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/01/2025,5,270,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/02/2019,120000,4254728,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/02/2020,12125,551272,12125,551272
ANTIACIDO SUSPENSION,Cliente 3,01/02/2021,4500,224010,4500,224010
ANTIACIDO SUSPENSION,Cliente 3,01/02/2022,118500,6464015,27500,1500050
ANTIACIDO SUSPENSION,Cliente 3,01/02/2023,507500,30450000,216625,12997500
ANTIACIDO SUSPENSION,Cliente 3,01/02/2024,151375,8477000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/02/2025,73625,4123000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/03/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/03/2020,336500,16163222,168000,8533154
ANTIACIDO SUSPENSION,Cliente 3,01/03/2021,252875,11054070,252875,11054070
ANTIACIDO SUSPENSION,Cliente 3,01/03/2022,605,21320,585,20615
ANTIACIDO SUSPENSION,Cliente 3,01/03/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/03/2024,156125,8743000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/03/2025,86250,4830000,36250,2030000
ANTIACIDO SUSPENSION,Cliente 3,01/04/2019,44250,1769981,44250,1769981
ANTIACIDO SUSPENSION,Cliente 3,01/04/2020,105125,5352391,100500,5116903
ANTIACIDO SUSPENSION,Cliente 3,01/04/2021,158750,6140144,158750,6140144
ANTIACIDO SUSPENSION,Cliente 3,01/04/2022,679375,37058735,68125,3716524
ANTIACIDO SUSPENSION,Cliente 3,01/04/2023,335250,18774000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/04/2024,95750,5745000,24125,1447500
ANTIACIDO SUSPENSION,Cliente 3,01/04/2025,445500,24948000,445500,24948000
ANTIACIDO SUSPENSION,Cliente 3,01/05/2019,36000,1440185,36000,1440185
ANTIACIDO SUSPENSION,Cliente 3,01/05/2020,44000,2240080,44000,2240080
ANTIACIDO SUSPENSION,Cliente 3,01/05/2021,6375,324812,6375,324812
ANTIACIDO SUSPENSION,Cliente 3,01/05/2022,1355,47886,1230,43468
ANTIACIDO SUSPENSION,Cliente 3,01/05/2023,388500,21756000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/05/2024,20750,1245000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/05/2025,39500,2212000,39375,2205000
ANTIACIDO SUSPENSION,Cliente 3,01/06/2019,52625,2105276,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/06/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/06/2021,72125,3410031,72125,3410031
ANTIACIDO SUSPENSION,Cliente 3,01/06/2022,164600,8976715,17600,1053416
ANTIACIDO SUSPENSION,Cliente 3,01/06/2023,458125,25655000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/06/2024,59125,3547500,59125,3547500
ANTIACIDO SUSPENSION,Cliente 3,01/06/2025,34375,1925000,3375,189000
ANTIACIDO SUSPENSION,Cliente 3,01/07/2019,173625,6945935,173625,6945935
ANTIACIDO SUSPENSION,Cliente 3,01/07/2020,389250,17651009,388935,17644565
ANTIACIDO SUSPENSION,Cliente 3,01/07/2021,226750,10430500,226750,10430500
ANTIACIDO SUSPENSION,Cliente 3,01/07/2022,343750,19623000,60000,3600000
ANTIACIDO SUSPENSION,Cliente 3,01/07/2023,303500,18210000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/07/2024,309125,18547500,309125,18547500
ANTIACIDO SUSPENSION,Cliente 3,01/07/2025,97375,5453000,97375,5453000
ANTIACIDO SUSPENSION,Cliente 3,01/08/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/08/2020,12625,642903,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/08/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/08/2022,12125,703250,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/08/2023,467500,26184000,43875,2461000
ANTIACIDO SUSPENSION,Cliente 3,01/08/2024,58750,3525000,58625,3517500
ANTIACIDO SUSPENSION,Cliente 3,01/08/2025,66500,3724000,65875,3689000
ANTIACIDO SUSPENSION,Cliente 3,01/09/2019,58375,1926375,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/09/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/09/2021,221650,10639400,221650,10639400
ANTIACIDO SUSPENSION,Cliente 3,01/09/2022,29375,1762500,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/09/2023,408500,22876000,124875,6993000
ANTIACIDO SUSPENSION,Cliente 3,01/09/2024,46125,2583000,46125,2583000
ANTIACIDO SUSPENSION,Cliente 3,01/09/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/10/2019,265875,12039603,149375,6743892
ANTIACIDO SUSPENSION,Cliente 3,01/10/2020,145375,7401504,145375,7401504
ANTIACIDO SUSPENSION,Cliente 3,01/10/2021,145880,6075895,145100,6038336
ANTIACIDO SUSPENSION,Cliente 3,01/10/2022,10250,615000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/10/2023,336755,18858280,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/10/2024,42750,2394000,42750,2394000
ANTIACIDO SUSPENSION,Cliente 3,01/11/2019,10375,471769,10375,471769
ANTIACIDO SUSPENSION,Cliente 3,01/11/2020,71625,3125650,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/11/2021,80600,4076563,80475,4070813
ANTIACIDO SUSPENSION,Cliente 3,01/11/2022,222500,13350000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/11/2023,159500,8932000,88375,4949000
ANTIACIDO SUSPENSION,Cliente 3,01/11/2024,135625,7595000,135625,7595000
ANTIACIDO SUSPENSION,Cliente 3,01/12/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/12/2020,183750,9355134,107125,5454035
ANTIACIDO SUSPENSION,Cliente 3,01/12/2021,157125,6909230,111000,4880798
ANTIACIDO SUSPENSION,Cliente 3,01/12/2022,362500,21750000,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/12/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 3,01/12/2024,66890,3612340,66750,3604500
ANTIACIDO SUSPENSION,Cliente 4,01/01/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/01/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/01/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/01/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/01/2023,26000,1311440,26000,1311440
ANTIACIDO SUSPENSION,Cliente 4,01/01/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/01/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/02/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2020,10000,480000,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2022,500000,22500000,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/03/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/04/2019,100100,3803800,100100,3803800
ANTIACIDO SUSPENSION,Cliente 4,01/04/2020,100000,5300000,100000,5300000
ANTIACIDO SUSPENSION,Cliente 4,01/04/2021,325000,12350000,325000,12350000
ANTIACIDO SUSPENSION,Cliente 4,01/04/2022,250000,13000000,111625,5804500
ANTIACIDO SUSPENSION,Cliente 4,01/04/2023,27125,1473430,27125,1473430
ANTIACIDO SUSPENSION,Cliente 4,01/04/2024,40000,2400000,25125,1507500
ANTIACIDO SUSPENSION,Cliente 4,01/04/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2023,66250,3975000,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/05/2024,25000,1500000,25000,1500000
ANTIACIDO SUSPENSION,Cliente 4,01/05/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/06/2024,500000,27000000,500000,27000000
ANTIACIDO SUSPENSION,Cliente 4,01/06/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/07/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2023,12625,707000,12625,707000
ANTIACIDO SUSPENSION,Cliente 4,01/08/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/08/2025,300000,16800000,300000,16800000
ANTIACIDO SUSPENSION,Cliente 4,01/09/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/09/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/09/2021,500110,20003696,500110,20003696
ANTIACIDO SUSPENSION,Cliente 4,01/09/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/09/2023,15000,840000,15000,840000
ANTIACIDO SUSPENSION,Cliente 4,01/09/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/09/2025,125,7000,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/10/2019,100000,4000400,100000,4000400
ANTIACIDO SUSPENSION,Cliente 4,01/10/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/10/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/10/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/10/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/10/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/11/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/11/2020,303710,12000074,303710,12000074
ANTIACIDO SUSPENSION,Cliente 4,01/11/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/11/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/11/2023,100000,5600000,15625,875000
ANTIACIDO SUSPENSION,Cliente 4,01/11/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/12/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/12/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/12/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/12/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 4,01/12/2023,13500,756000,13500,756000
ANTIACIDO SUSPENSION,Cliente 4,01/12/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/01/2019,150000,5850000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/01/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/01/2021,37500,1772250,37500,1772250
ANTIACIDO SUSPENSION,Cliente 5,01/01/2022,100000,4400000,35500,1562000
ANTIACIDO SUSPENSION,Cliente 5,01/01/2023,150000,8400000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/01/2024,100000,5600000,28375,1589000
ANTIACIDO SUSPENSION,Cliente 5,01/01/2025,25000,1400000,25000,1400000
ANTIACIDO SUSPENSION,Cliente 5,01/02/2019,125000,4875000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/02/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/02/2021,25000,1100000,25000,1100000
ANTIACIDO SUSPENSION,Cliente 5,01/02/2022,75000,3300000,75000,3300000
ANTIACIDO SUSPENSION,Cliente 5,01/02/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/02/2024,100000,5600000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/02/2025,15000,840000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2019,75000,2925000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2021,50000,2100000,50000,2100000
ANTIACIDO SUSPENSION,Cliente 5,01/03/2022,125000,5500000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2024,125000,7000000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/03/2025,50000,2800000,12125,679000
ANTIACIDO SUSPENSION,Cliente 5,01/04/2019,74625,3283500,74625,3283500
ANTIACIDO SUSPENSION,Cliente 5,01/04/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/04/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/04/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/04/2023,23750,1330000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/04/2024,125000,7500000,12500,750000
ANTIACIDO SUSPENSION,Cliente 5,01/04/2025,50000,2800000,50000,2800000
ANTIACIDO SUSPENSION,Cliente 5,01/05/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/05/2020,30000,1560000,30000,1560000
ANTIACIDO SUSPENSION,Cliente 5,01/05/2021,150000,8400000,150000,8400000
ANTIACIDO SUSPENSION,Cliente 5,01/05/2022,75000,4050000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/05/2023,60000,3360000,55000,3080000
ANTIACIDO SUSPENSION,Cliente 5,01/05/2024,75000,4500000,75000,4500000
ANTIACIDO SUSPENSION,Cliente 5,01/05/2025,85000,4760000,85000,4760000
ANTIACIDO SUSPENSION,Cliente 5,01/06/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/06/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/06/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/06/2022,50000,2800000,22500,1260000
ANTIACIDO SUSPENSION,Cliente 5,01/06/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/06/2024,60000,3600000,60000,3600000
ANTIACIDO SUSPENSION,Cliente 5,01/06/2025,25005,1400280,25000,1400000
ANTIACIDO SUSPENSION,Cliente 5,01/07/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/07/2020,35000,1610000,35000,1610000
ANTIACIDO SUSPENSION,Cliente 5,01/07/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/07/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/07/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/07/2024,10000,600000,10000,600000
ANTIACIDO SUSPENSION,Cliente 5,01/07/2025,25000,1400000,25000,1400000
ANTIACIDO SUSPENSION,Cliente 5,01/08/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/08/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/08/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/08/2022,50000,2600000,50000,2600000
ANTIACIDO SUSPENSION,Cliente 5,01/08/2023,25000,1400000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/08/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/08/2025,15000,840000,15000,840000
ANTIACIDO SUSPENSION,Cliente 5,01/09/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/09/2020,61250,2895471,61250,2895471
ANTIACIDO SUSPENSION,Cliente 5,01/09/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/09/2022,50000,2600000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/09/2023,25000,1400000,18375,1029000
ANTIACIDO SUSPENSION,Cliente 5,01/09/2024,25000,1400000,25000,1400000
ANTIACIDO SUSPENSION,Cliente 5,01/09/2025,25000,1400000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/10/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/10/2020,27500,1300050,27500,1300050
ANTIACIDO SUSPENSION,Cliente 5,01/10/2021,37500,1650000,37500,1650000
ANTIACIDO SUSPENSION,Cliente 5,01/10/2022,100000,5200000,24000,1248000
ANTIACIDO SUSPENSION,Cliente 5,01/10/2023,50000,2800000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/10/2024,25000,1400000,25000,1400000
ANTIACIDO SUSPENSION,Cliente 5,01/11/2019,50000,2000000,50000,2000000
ANTIACIDO SUSPENSION,Cliente 5,01/11/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/11/2021,37500,1650000,37500,1650000
ANTIACIDO SUSPENSION,Cliente 5,01/11/2022,125000,7000000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/11/2023,100000,5600000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/11/2024,70000,3800000,70000,3800000
ANTIACIDO SUSPENSION,Cliente 5,01/12/2019,50000,2000000,50000,2000000
ANTIACIDO SUSPENSION,Cliente 5,01/12/2020,50000,2363000,50000,2363000
ANTIACIDO SUSPENSION,Cliente 5,01/12/2021,40000,1760000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/12/2022,125000,7000000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/12/2023,50000,2800000,0,0
ANTIACIDO SUSPENSION,Cliente 5,01/12/2024,125,7000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/01/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/01/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/01/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/01/2022,26375,1582500,26375,1582500
ANTIACIDO SUSPENSION,Cliente 6,01/01/2023,25000,1300000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/01/2024,35000,1960000,15000,840000
ANTIACIDO SUSPENSION,Cliente 6,01/01/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2024,20000,1120000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/02/2025,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/03/2019,75000,3025000,20000,880000
ANTIACIDO SUSPENSION,Cliente 6,01/03/2020,55500,2925000,30500,1675000
ANTIACIDO SUSPENSION,Cliente 6,01/03/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/03/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/03/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/03/2024,20000,1120000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/03/2025,6250,350000,6250,350000
ANTIACIDO SUSPENSION,Cliente 6,01/04/2019,75000,3300000,75000,3300000
ANTIACIDO SUSPENSION,Cliente 6,01/04/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/04/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/04/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/04/2023,100000,5800000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/04/2024,15000,900000,15000,900000
ANTIACIDO SUSPENSION,Cliente 6,01/04/2025,7875,441000,7875,441000
ANTIACIDO SUSPENSION,Cliente 6,01/05/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/05/2020,6500,353084,6500,353084
ANTIACIDO SUSPENSION,Cliente 6,01/05/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/05/2022,50000,3000000,50000,3000000
ANTIACIDO SUSPENSION,Cliente 6,01/05/2023,87500,4900000,77750,4354000
ANTIACIDO SUSPENSION,Cliente 6,01/05/2024,65000,3900000,65000,3900000
ANTIACIDO SUSPENSION,Cliente 6,01/05/2025,17125,959000,17125,959000
ANTIACIDO SUSPENSION,Cliente 6,01/06/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/06/2020,15000,690000,15000,690000
ANTIACIDO SUSPENSION,Cliente 6,01/06/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/06/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/06/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/06/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/06/2025,5500,308000,5500,308000
ANTIACIDO SUSPENSION,Cliente 6,01/07/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/07/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/07/2021,15000,660000,15000,660000
ANTIACIDO SUSPENSION,Cliente 6,01/07/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/07/2023,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/07/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/07/2025,11000,616000,11000,616000
ANTIACIDO SUSPENSION,Cliente 6,01/08/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/08/2020,140000,7840000,140000,7840000
ANTIACIDO SUSPENSION,Cliente 6,01/08/2021,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/08/2022,50000,3000000,35000,2100000
ANTIACIDO SUSPENSION,Cliente 6,01/08/2023,50000,3000000,50000,3000000
ANTIACIDO SUSPENSION,Cliente 6,01/08/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/08/2025,32500,1820000,32500,1820000
ANTIACIDO SUSPENSION,Cliente 6,01/09/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/09/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/09/2021,20000,920000,20000,920000
ANTIACIDO SUSPENSION,Cliente 6,01/09/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/09/2023,26000,1456000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/09/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/09/2025,5000,280000,5000,280000
ANTIACIDO SUSPENSION,Cliente 6,01/10/2019,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/10/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/10/2021,25000,1275000,25000,1275000
ANTIACIDO SUSPENSION,Cliente 6,01/10/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/10/2023,10000,560000,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/10/2024,3000,168000,3000,168000
ANTIACIDO SUSPENSION,Cliente 6,01/11/2019,5000,250000,5000,250000
ANTIACIDO SUSPENSION,Cliente 6,01/11/2020,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/11/2021,10000,440000,10000,440000
ANTIACIDO SUSPENSION,Cliente 6,01/11/2022,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/11/2023,20000,1120000,20000,1120000
ANTIACIDO SUSPENSION,Cliente 6,01/11/2024,0,0,0,0
ANTIACIDO SUSPENSION,Cliente 6,01/12/2019,22500,1125000,22500,1125000
